title,price,rating,stock,category_avg_price,category_median_price,price_deviation_from_category,price_percentile_in_category,brand_trend_score,category_trend_score,demand_score,estimated_time_to_sell,predicted_market_price,pricing_gap,platform_fee_estimate,expected_resale_profit,brand_Annibale Colombo,brand_Apple,brand_Asus,brand_Attitude,brand_Bath Trends,brand_Beats,brand_Calvin Klein,brand_Casual Comfort,brand_Chanel,brand_Chic Cosmetics,brand_Chrysler,brand_Classic Wear,brand_Comfort Trends,brand_Dell,brand_Dior,brand_Dodge,brand_Dolce & Gabbana,brand_Elegance Collection,brand_Essence,brand_Fashion Co.,brand_Fashion Diva,brand_Fashion Express,brand_Fashion Fun,brand_Fashion Gold,brand_Fashion Shades,brand_Fashion Timepieces,brand_Fashion Trends,brand_Fashionista,brand_Furniture Co.,brand_GadgetMaster,brand_Generic Motors,brand_Gigabyte,brand_Glamour Beauty,brand_Gucci,brand_Heshe,brand_Huawei,brand_IWC,brand_Kawasaki,brand_Knoll,brand_Lenovo,brand_Longines,brand_MotoGP,brand_Nail Couture,brand_Nike,brand_Off White,brand_Olay,brand_Oppo,brand_Pampi,brand_Prada,brand_ProVision,brand_Puma,brand_Realme,brand_Rolex,brand_Samsung,brand_ScootMaster,brand_SnapTech,brand_SpeedMaster,brand_TechGear,brand_Unknown,brand_Urban Chic,brand_Vaseline,brand_Velvet Touch,brand_Vivo,category_fragrances,category_furniture,category_groceries,category_home-decoration,category_kitchen-accessories,category_laptops,category_mens-shirts,category_mens-shoes,category_mens-watches,category_mobile-accessories,category_motorcycle,category_skin-care,category_smartphones,category_sports-accessories,category_sunglasses,category_tablets,category_tops,category_vehicle,category_womens-bags,category_womens-dresses,category_womens-jewellery,category_womens-shoes,category_womens-watches
Rolex Datejust,10999.99,3.66,86,8098.323333333334,9999.99,2901.666666666666,0.6666666666666666,6.0,6,21.96,1.3066202090592334,8098.323333333334,-2901.666666666666,647.8658666666668,-3549.532533333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rolex Submariner Watch,13999.99,2.69,55,8098.323333333334,9999.99,5901.666666666666,1.0,6.0,6,16.14,1.750291715285881,8098.323333333334,-5901.666666666666,647.8658666666668,-6549.532533333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Amazon Echo Plus,99.99,4.99,61,146.99,89.99,-47.000000000000014,0.6428571428571429,1.0,14,69.86,0.4233700254022015,146.99,47.000000000000014,11.759200000000002,35.240800000000014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Apple Airpods,129.99,4.15,67,146.99,89.99,-17.0,0.7857142857142857,14.0,14,58.10000000000001,0.5076142131979695,146.99,17.0,11.759200000000002,5.240799999999998,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Apple AirPods Max Silver,549.99,3.47,59,146.99,89.99,403.0,1.0,14.0,14,48.580000000000005,0.6050826946349334,146.99,-403.0,11.759200000000002,-414.7592,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Apple Airpower Wireless Charger,79.99,3.68,1,146.99,89.99,-67.00000000000001,0.5,14.0,14,51.52,0.5712109672505712,146.99,67.00000000000001,11.759200000000002,55.240800000000014,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Apple HomePod Mini Cosmic Grey,99.99,4.62,27,146.99,89.99,-47.000000000000014,0.6428571428571429,14.0,14,64.68,0.4567600487210718,146.99,47.000000000000014,11.759200000000002,35.240800000000014,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Apple iPhone Charger,19.99,4.15,31,146.99,89.99,-127.0,0.25,14.0,14,58.10000000000001,0.5076142131979695,146.99,127.0,11.759200000000002,115.2408,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Apple MagSafe Battery Pack,99.99,3.62,1,146.99,89.99,-47.000000000000014,0.6428571428571429,14.0,14,50.68,0.5804953560371517,146.99,47.000000000000014,11.759200000000002,35.240800000000014,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Apple Watch Series 4 Gold,349.99,2.74,33,146.99,89.99,203.0,0.8571428571428571,14.0,14,38.36,0.7621951219512195,146.99,-203.0,11.759200000000002,-214.7592,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Beats Flex Wireless Earphones,49.99,4.24,50,146.99,89.99,-97.0,0.4285714285714285,1.0,14,59.36,0.4970178926441352,146.99,97.0,11.759200000000002,85.2408,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
iPhone 12 Silicone Case with MagSafe Plum,29.99,3.62,69,146.99,89.99,-117.0,0.3571428571428571,14.0,14,50.68,0.5804953560371517,146.99,117.0,11.759200000000002,105.2408,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Monopod,19.99,4.43,48,146.99,89.99,-127.0,0.25,1.0,14,62.02,0.4760393525864805,146.99,127.0,11.759200000000002,115.2408,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Selfie Lamp with iPhone,14.99,3.55,58,146.99,89.99,-132.0,0.1428571428571428,1.0,14,49.7,0.591715976331361,146.99,132.0,11.759200000000002,120.2408,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Selfie Stick Monopod,12.99,3.88,11,146.99,89.99,-134.0,0.0714285714285714,1.0,14,54.32,0.5422993492407809,146.99,134.0,11.759200000000002,122.2408,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
TV Studio Camera Pedestal,499.99,2.78,15,146.99,89.99,353.0,0.9285714285714286,1.0,14,38.92,0.7515030060120241,146.99,-353.0,11.759200000000002,-364.7592,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Generic Motorcycle,3999.99,4.91,34,7699.99,7499.99,-3700.0,0.4,1.0,5,24.55,1.1741682974559686,7699.99,3700.0,615.9992,3084.0008,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Kawasaki Z800,8999.99,3.98,52,7699.99,7499.99,1300.0,0.8,1.0,5,19.9,1.4354066985645937,7699.99,-1300.0,615.9992,-1915.9992,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
MotoGP CI.H1,14999.99,2.97,10,7699.99,7499.99,7300.0,1.0,1.0,5,14.85,1.892744479495268,7699.99,-7300.0,615.9992,-7915.9992,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Scooter Motorcycle,2999.99,2.53,84,7699.99,7499.99,-4700.0,0.2,1.0,5,12.65,2.197802197802198,7699.99,4700.0,615.9992,4084.0008,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Sportbike Motorcycle,7499.99,3.94,0,7699.99,7499.99,-200.0,0.6,1.0,5,19.7,1.4492753623188406,7699.99,200.0,615.9992,-415.9992,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Attitude Super Leaves Hand Soap,8.99,3.19,94,10.656666666666666,9.99,-1.666666666666666,0.3333333333333333,1.0,3,9.57,2.8382213812677386,10.656666666666666,1.666666666666666,0.8525333333333334,0.8141333333333327,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Olay Ultra Moisture Shea Butter Body Wash,12.99,4.51,34,10.656666666666666,9.99,2.333333333333334,1.0,1.0,3,13.53,2.064693737095664,10.656666666666666,-2.333333333333334,0.8525333333333334,-3.1858666666666675,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Vaseline Men Body and Face Lotion,9.99,3.16,95,10.656666666666666,9.99,-0.6666666666666661,0.6666666666666666,1.0,3,9.48,2.862595419847328,10.656666666666666,0.6666666666666661,0.8525333333333334,-0.1858666666666673,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
iPhone 5s,199.99,2.83,25,424.99,299.99,-225.0,0.125,14.0,16,45.28,0.648228176318064,424.99,225.0,33.9992,191.0008,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
iPhone 6,299.99,3.41,60,424.99,299.99,-125.0,0.4375,14.0,16,54.56,0.5399568034557235,424.99,125.0,33.9992,91.0008,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
iPhone 13 Pro,1099.99,4.12,56,424.99,299.99,675.0,1.0,14.0,16,65.92,0.4482964734010759,424.99,-675.0,33.9992,-708.9992,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
iPhone X,899.99,2.51,37,424.99,299.99,475.0,0.9375,14.0,16,40.16,0.728862973760933,424.99,-475.0,33.9992,-508.9992,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Oppo A57,249.99,3.94,19,424.99,299.99,-175.0,0.21875,3.0,16,63.04,0.4684572142410994,424.99,175.0,33.9992,141.0008,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Oppo F19 Pro Plus,399.99,3.51,78,424.99,299.99,-25.0,0.6875,3.0,16,56.16,0.5248425472358292,424.99,25.0,33.9992,-8.999200000000002,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Oppo K1,299.99,4.25,55,424.99,299.99,-125.0,0.4375,3.0,16,68.0,0.4347826086956521,424.99,125.0,33.9992,91.0008,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Realme C35,149.99,4.2,48,424.99,299.99,-275.0,0.0625,3.0,16,67.2,0.4398826979472141,424.99,275.0,33.9992,241.0008,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Realme X,299.99,3.7,12,424.99,299.99,-125.0,0.4375,3.0,16,59.2,0.4983388704318937,424.99,125.0,33.9992,91.0008,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Realme XT,349.99,4.58,80,424.99,299.99,-75.0,0.625,3.0,16,73.28,0.4038772213247172,424.99,75.0,33.9992,41.0008,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Samsung Galaxy S7,299.99,3.3,67,424.99,299.99,-125.0,0.4375,5.0,16,52.8,0.5576208178438662,424.99,125.0,33.9992,91.0008,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Samsung Galaxy S8,499.99,4.4,0,424.99,299.99,75.0,0.78125,5.0,16,70.4,0.4201680672268907,424.99,-75.0,33.9992,-108.9992,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Samsung Galaxy S10,699.99,3.06,19,424.99,299.99,275.0,0.875,5.0,16,48.96,0.600480384307446,424.99,-275.0,33.9992,-308.9992,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Vivo S1,249.99,3.5,50,424.99,299.99,-175.0,0.21875,3.0,16,56.0,0.5263157894736842,424.99,175.0,33.9992,141.0008,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Vivo V9,299.99,3.6,82,424.99,299.99,-125.0,0.4375,3.0,16,57.6,0.5119453924914675,424.99,125.0,33.9992,91.0008,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Vivo X21,499.99,4.26,7,424.99,299.99,75.0,0.78125,3.0,16,68.16,0.4337767495662232,424.99,-75.0,33.9992,-108.9992,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
American Football,19.99,4.91,53,24.107647058823527,19.99,-4.117647058823529,0.5294117647058824,1.0,17,83.47,0.3551556765715639,24.107647058823527,4.117647058823529,1.9286117647058825,2.1890352941176467,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Baseball Ball,8.99,2.57,100,24.107647058823527,19.99,-15.117647058823527,0.1764705882352941,1.0,17,43.69,0.6712911165808906,24.107647058823527,15.117647058823527,1.9286117647058825,13.189035294117645,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Baseball Glove,24.99,3.96,22,24.107647058823527,19.99,0.882352941176471,0.5882352941176471,1.0,17,67.32,0.4391100702576113,24.107647058823527,-0.882352941176471,1.9286117647058825,-2.8109647058823533,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Basketball,14.99,4.66,75,24.107647058823527,19.99,-9.117647058823527,0.4117647058823529,1.0,17,79.22,0.3739715781600598,24.107647058823527,9.117647058823527,1.9286117647058825,7.1890352941176445,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Basketball Rim,39.99,4.6,43,24.107647058823527,19.99,15.882352941176476,0.8235294117647058,1.0,17,78.19999999999999,0.3787878787878788,24.107647058823527,-15.882352941176476,1.9286117647058825,-17.810964705882355,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Cricket Ball,12.99,3.53,30,24.107647058823527,19.99,-11.117647058823527,0.3529411764705882,1.0,17,60.01,0.4917226684150139,24.107647058823527,11.117647058823527,1.9286117647058825,9.189035294117645,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Cricket Bat,29.99,3.17,98,24.107647058823527,19.99,5.882352941176471,0.7058823529411765,1.0,17,53.89,0.5465476407360175,24.107647058823527,-5.882352941176471,1.9286117647058825,-7.810964705882354,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Cricket Helmet,44.99,4.69,10,24.107647058823527,19.99,20.882352941176475,0.8823529411764706,1.0,17,79.73,0.3716090672612411,24.107647058823527,-20.882352941176475,1.9286117647058825,-22.810964705882355,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Cricket Wicket,29.99,4.73,25,24.107647058823527,19.99,5.882352941176471,0.7058823529411765,1.0,17,80.41000000000001,0.3685050976538508,24.107647058823527,-5.882352941176471,1.9286117647058825,-7.810964705882354,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Feather Shuttlecock,5.99,2.85,95,24.107647058823527,19.99,-18.11764705882353,0.0588235294117647,1.0,17,48.45,0.6066734074823054,24.107647058823527,18.11764705882353,1.9286117647058825,16.189035294117648,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
